N,p_m,p_c,tournament_size,iteration,generation,average_fitness,best_fitness,best_genome,solution_found,num_solutions_found
25,0.0,0.0,2,1,0,0.04109996952358306,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,1,0.04904640530235839,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,2,0.0627504525891945,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,3,0.1069462076539634,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,4,0.14669300760369341,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,5,0.1660592985908589,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,6,0.19273837353592577,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,7,0.21766037910814592,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,8,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,9,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,10,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,11,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,12,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,13,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,14,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,15,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,16,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,17,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,18,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,19,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,20,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,21,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,22,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,23,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,24,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,25,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,26,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,27,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,28,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,2,1,29,0.2375979835659221,0.2375979835659221,"[1 1 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1
 1 0 1]",False,0
25,0.0,0.0,3,2,0,0.19407441510626236,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,1,0.35646630993872264,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,2,0.4752475623840652,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,3,0.4757291058494538,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,4,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,5,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,6,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,7,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,8,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,9,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,10,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,11,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,12,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,13,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,14,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,15,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,16,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,17,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,18,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,19,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,20,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,21,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,22,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,23,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,24,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,25,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,26,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,27,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,28,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,3,2,29,0.47590968464897465,0.4759096846489746,"[1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,0,0.3117216423345057,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,1,0.5988947543176066,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,2,0.7004719411071827,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,3,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,4,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,5,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,6,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,7,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,8,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,9,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,10,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,11,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,12,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,13,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,14,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,15,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,16,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,17,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,18,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,19,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,20,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,21,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,22,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,23,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,24,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,25,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,26,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,27,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,28,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,4,3,29,0.7459950852277981,0.7459950852277982,"[1 1 1 1 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0
 1 0 0]",False,0
25,0.0,0.0,5,4,0,0.14932115823979006,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,1,0.3472297590915246,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,2,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,3,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,4,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,5,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,6,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,7,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,8,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,9,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,10,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,11,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,12,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,13,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,14,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,15,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,16,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,17,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,18,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,19,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,20,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,21,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,22,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
25,0.0,0.0,5,4,23,0.3723185760985996,0.3723185760985996,"[1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0
 1 0 1]",False,0
